dtRef,idUsuario,qtdeTransacoes,qtdeDias,mediaTransacoesDias,saldoPontos,qtdePontosPos,qtdePontosNeg,qtdeDiasUltimaTransacao,qtdeDiasPrimeiraTransacao,qtdSkuDistintos,qtdeChatMessage,qtdePresença,qtdeTrocaStreamElements,qtdeChurn,qtdePonei,qtdeAirflowLover,qtdePresencaStreak,qtdeDailyLoot,qtdeRLover,qtdeVendaItemRPG,qtdeTransacoesD7,qtdeDiasD7,saldoPontosD7,qtdePontosPosD7,qtdePontosNegD7,qtdeTransacoesD14,qtdeDiasD14,saldoPontosD14,qtdePontosPosD14,qtdePontosNegD14,qtdeTransacoesD28,qtdeDiasD28,saldoPontosD28,qtdePontosPosD28,qtdePontosNegD28,propAvgQtdeTransacoes,propAvgQtdeDias,propAvgMediaTransacoesDias,propAvgSaldoPontos,propAvgQtdePontosPos,propAvgQtdePontosNeg,flagChurn
2024-04-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,53,31,1.70967741935484,2362,4362,-2000,4.0,55.0,5,12,31,2,0,5,0,3,0,0,0,3,3,150,150,0,11,8,1001,1001,0,27,17,1055,2055,-1000,1.07281808622503,5.12965616045845,0.374033145222386,6.85943810442747,9.01326332314339,14.3255813953488,0
2024-06-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,117,69,1.69565217391304,4678,8678,-4000,3.0,116.0,5,28,69,4,0,9,0,7,0,0,0,3,3,150,150,0,7,7,350,350,0,28,15,1262,1262,0,1.71091860715948,8.37782805429864,0.367569233102234,11.1705769697824,13.5091124226027,17.8888888888889,0
2024-12-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,309,157,1.96815286624204,9742,17542,-7800,2.0,299.0,9,72,157,6,38,18,1,10,7,0,0,16,5,655,655,0,25,8,56,1056,-1000,47,17,1257,2257,-1000,3.6943143812709,13.4711502609993,0.489582796699962,17.2161611895311,17.7978893719644,18.5820988229448,0
2025-03-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,428,206,2.07766990291262,13182,21982,-8800,2.0,389.0,9,112,206,7,57,23,1,15,7,0,0,9,4,502,502,0,13,8,702,702,0,28,17,1257,1257,0,5.29586965091323,17.8662982577328,0.520832396934175,25.4025256444145,23.4276077953508,20.9838611655075,0
2024-11-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,262,140,1.87142857142857,8485,15285,-6800,1.0,269.0,9,65,140,5,22,14,1,8,7,0,0,11,5,305,305,0,15,8,465,465,0,32,14,576,1326,-750,3.16185601724022,12.3161512027491,0.459231811393004,15.4179806407259,15.9808631422954,16.7436134195137,0
2025-01-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,368,171,2.15204678362573,10469,19269,-8800,13.0,330.0,9,99,171,7,52,19,1,12,7,0,0,0,0,0,0,0,12,2,208,208,0,51,12,523,1523,-1000,4.30702294156768,14.3413949759487,0.538834568605226,18.4709725659148,19.1063977567436,19.9217096910707,0
2024-09-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,193,114,1.69298245614035,6596,12146,-5550,2.0,208.0,9,46,114,5,6,11,1,8,2,0,0,11,3,125,175,-50,19,7,356,406,-50,27,14,806,856,-50,2.48374141026435,10.9940848990953,0.409461693643601,12.9988540685307,14.1347005154574,15.7726768597682,0
2024-08-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,164,98,1.6734693877551,5690,11190,-5500,1.0,177.0,7,40,98,5,1,11,0,7,2,0,0,2,2,100,100,0,6,5,251,251,0,18,11,104,604,-500,2.18395402415251,10.1893654872504,0.396001931192271,11.8958013431568,14.1669889265617,17.6539867417115,0
2025-04-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,454,223,2.03587443946188,14239,23039,-8800,1.0,420.0,9,119,223,7,57,23,1,17,7,0,0,6,4,202,202,0,16,9,556,556,0,26,17,1057,1057,0,5.57397468886205,18.9377065853038,0.51489856318147,27.4951143427963,24.4334741774454,20.7032570720162,0
2024-07-01,2a9d4ba3-4c58-47f9-8dc4-6f9cb50be1b1,142,85,1.67058823529412,5484,10484,-5000,3.0,146.0,5,34,85,5,0,11,0,7,0,0,0,7,4,203,203,0,11,8,403,403,0,25,16,806,1806,-1000,1.93480440366272,9.42682832050983,0.370816992831,12.1465847340164,14.7132065785553,19.1517917058113,0
2024-04-01,2aa71ff1-515b-4d18-af92-fa9389a63cc5,7,5,1.4,252,252,0,26.0,56.0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,0.141692954784437,0.827363896848137,0.306283745333048,0.731828282098104,0.520711223620388,0.0,1
2024-03-01,2aa71ff1-515b-4d18-af92-fa9389a63cc5,5,3,1.66666666666667,152,152,0,1.0,25.0,2,2,3,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,5,3,152,152,0,0.165855288277969,0.808766485647789,0.358984535749737,0.58992371868613,0.517655360310476,0.0,0
2025-04-01,2ac9cacf-2b72-4c3d-833e-b91736318d19,11,1,11.0,11,11,0,20.0,20.0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,11,0,0.135052250170666,0.0849224510551742,2.78204003410605,0.0212406951169857,0.011665793478532,0.0,1
2025-04-01,2ad64a4b-c1be-425a-8bd8-2aa23fde98f0,25,6,4.16666666666667,74,74,0,12.0,76.0,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,13,2,13,13,0,0.30693693220606,0.509534706331045,1.05380304322199,0.142891948968813,0.0784789743101247,0.0,1
2025-02-01,2ad64a4b-c1be-425a-8bd8-2aa23fde98f0,11,3,3.66666666666667,60,60,0,11.0,17.0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,11,3,60,60,0,0.132541680962544,0.257199602780536,0.910285959841659,0.113962621140286,0.0617383272250529,0.0,0
2025-03-01,2ad64a4b-c1be-425a-8bd8-2aa23fde98f0,12,4,3.0,61,61,0,22.0,45.0,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.148482326661119,0.34691841277151,0.752043040432991,0.117550755902692,0.0650115583439359,0.0,0
2024-05-01,2b245a75-46c6-4d06-93d8-66d46deefd9b,1,1,1.0,50,50,0,16.0,16.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0162069305397147,0.135635163799199,0.212760921713488,0.131792283453027,0.0860661131316998,0.0,1
2025-04-01,2b3c43d9-b054-4d09-b342-336d94dd010e,4,2,2.0,53,53,0,21.0,50.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0.0491099091529696,0.169844902110348,0.505825460746554,0.102341531018204,0.0562079140329271,0.0,1
2025-03-01,2b3c43d9-b054-4d09-b342-336d94dd010e,2,1,2.0,51,51,0,19.0,19.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51,51,0,0.0247470544435198,0.0867296031928774,0.501362026955327,0.0982801401809391,0.0543539258285366,0.0,0
2024-11-01,2b484c08-51e0-4129-8aaf-3e906f8ac92e,2,2,1.0,100,100,0,4.0,14.0,1,0,2,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,2,2,100,100,0,0.0241363054751162,0.175945017182131,0.245391044255804,0.181708669896592,0.104552588435037,0.0,1
2025-02-01,2b484c08-51e0-4129-8aaf-3e906f8ac92e,3,3,1.0,150,150,0,5.0,106.0,1,0,3,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0361477311716029,0.257199602780536,0.248259807229543,0.284906552850716,0.154345818062632,0.0,0
2025-03-01,2b484c08-51e0-4129-8aaf-3e906f8ac92e,4,4,1.0,200,200,0,19.0,134.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0494941088870395,0.34691841277151,0.250681013477663,0.385412314435055,0.213152650307987,0.0,1
2025-01-01,2b4d5ec0-5b1d-4c63-b38a-5893d3260da5,7,1,7.0,56,56,0,21.0,21.0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,56,56,0,0.0819270668232983,0.0838678068768929,1.7526765723382,0.0988035594317727,0.0555274417135109,0.0,1
2024-03-01,2b4f3a75-7148-4344-a630-8e9362b08a8b,1,1,1.0,50,50,0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2024-09-01,2b690d0e-b51a-474c-89e0-7db7921c32a2,4,4,1.0,200,200,0,3.0,66.0,1,0,4,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,2,2,100,100,0,0.0514765059122144,0.385757364880538,0.24185820246306,0.394143543618276,0.23274659172497,0.0,1
2024-08-01,2b690d0e-b51a-474c-89e0-7db7921c32a2,2,2,1.0,100,100,0,20.0,35.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0266335856603965,0.207946234433683,0.236635300346601,0.209065049967607,0.126604011854885,0.0,0
2024-07-01,2b690d0e-b51a-474c-89e0-7db7921c32a2,1,1,1.0,50,50,0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0136253831243853,0.110903862594233,0.221967918243908,0.11074566679446,0.0701698139000156,0.0,0
2025-04-01,2b83b8d3-3f3e-4006-82d0-02521f1192fc,11,6,1.83333333333333,305,305,0,1.0,420.0,2,5,6,0,0,0,0,0,0,0,0,3,1,52,52,0,3,1,52,52,0,3,1,52,52,0,0.135052250170666,0.509534706331045,0.463673339017675,0.588946546425513,0.323460637359298,0.0,0
2025-02-01,2b83b8d3-3f3e-4006-82d0-02521f1192fc,7,4,1.75,203,203,0,3.0,361.0,2,3,4,0,0,0,0,0,0,0,0,2,2,100,100,0,2,2,100,100,0,2,2,100,100,0,0.0843447060670733,0.342932803707382,0.434454662651701,0.385573534857968,0.208881340444762,0.0,0
2024-03-01,2b83b8d3-3f3e-4006-82d0-02521f1192fc,1,1,1.0,50,50,0,24.0,24.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2025-03-01,2b83b8d3-3f3e-4006-82d0-02521f1192fc,8,5,1.6,253,253,0,22.0,389.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0989882177740791,0.433648015964387,0.401089621564262,0.487546577760345,0.269638102639603,0.0,1
2024-08-01,2b83b8d3-3f3e-4006-82d0-02521f1192fc,5,2,2.5,103,103,0,3.0,177.0,2,3,2,0,0,0,0,0,0,0,0,4,1,53,53,0,4,1,53,53,0,4,1,53,53,0,0.0665839641509912,0.207946234433683,0.591588250866502,0.215337001466635,0.130402132210532,0.0,1
2025-04-01,2bc5bbc0-5b38-4a3c-8b76-c68007b5880a,52,8,6.5,395,395,0,1.0,35.0,2,45,7,0,0,0,0,0,0,0,0,3,1,52,52,0,3,1,52,52,0,43,6,337,337,0,0.638428818988605,0.679379608441393,1.6439327474263,0.762734051928123,0.418908038547287,0.0,1
2025-03-01,2bc5bbc0-5b38-4a3c-8b76-c68007b5880a,9,2,4.5,58,58,0,3.0,4.0,2,8,1,0,0,0,0,0,0,0,0,9,2,58,58,0,9,2,58,58,0,9,2,58,58,0,0.111361744995839,0.173459206385755,1.12806456064949,0.111769571186166,0.0618142685893162,0.0,0
2024-08-01,2bd8a05c-7fce-4ef5-99ec-6cb21a35a350,10,10,1.0,500,500,0,15.0,38.0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,250,250,0,0.133167928301982,1.03973117216841,0.236635300346601,1.04532524983803,0.633020059274426,0.0,0
2024-07-01,2bd8a05c-7fce-4ef5-99ec-6cb21a35a350,4,4,1.0,200,200,0,4.0,7.0,1,0,4,0,0,0,0,0,0,0,0,4,4,200,200,0,4,4,200,200,0,4,4,200,200,0,0.0545015324975413,0.443615450376933,0.221967918243908,0.44298266717784,0.280679255600063,0.0,0
2024-09-01,2bd8a05c-7fce-4ef5-99ec-6cb21a35a350,12,12,1.0,600,600,0,18.0,69.0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,0.154429517736643,1.15727209464161,0.24185820246306,1.18243063085483,0.69823977517491,0.0,0
2024-12-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,80,6,13.3333333333333,276,276,0,2.0,163.0,3,74,4,0,0,0,0,0,0,0,2,41,3,188,188,0,41,3,188,188,0,41,3,188,188,0,0.95645679774004,0.514821029082774,3.31669898950999,0.487749998800102,0.280026078364051,0.0,0
2024-07-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,13,1,13.0,62,62,0,10.0,10.0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,62,62,0,13,1,62,62,0,0.177129980617009,0.110903862594233,2.88558293717081,0.13732462682513,0.0870105692360194,0.0,1
2025-02-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,112,10,11.2,504,504,0,5.0,225.0,3,101,8,0,0,0,0,0,0,0,3,9,1,58,58,0,9,1,58,58,0,9,1,58,58,0,1.34951529707317,0.857332009268454,2.78050984097089,0.957286017578404,0.518601948690444,0.0,0
2024-11-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,39,3,13.0,88,88,0,14.0,133.0,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,21,21,0,26,2,26,26,0,0.470657956764765,0.263917525773196,3.19008357532545,0.159903629509001,0.0920062778228324,0.0,0
2025-01-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,103,9,11.4444444444444,446,446,0,20.0,194.0,3,93,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,3,170,170,0,1.20549826897139,0.754810261892036,2.86548709445768,0.786899776903047,0.442236410789747,0.0,0
2025-04-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,133,14,9.5,721,721,0,8.0,284.0,3,118,12,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,1.63290447933624,1.18891431477244,2.40267093854613,1.39223101630424,0.764639736183782,0.0,0
2025-03-01,2bdb6193-7732-46d8-bca9-df8867f8e5f8,131,13,10.0769230769231,670,670,0,16.0,253.0,3,117,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,166,166,0,1.62093206605055,1.12748484150741,2.52609328965953,1.29113125335744,0.714061378531756,0.0,0
2024-05-01,2bdc5d64-d11a-4032-ae87-9c0dfe24095c,1,1,1.0,50,50,0,16.0,16.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0162069305397147,0.135635163799199,0.212760921713488,0.131792283453027,0.0860661131316998,0.0,1
2024-04-01,2be90f37-9d53-4445-9e91-547794ad19dd,1,1,1.0,50,50,0,24.0,24.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0202418506834911,0.165472779369628,0.21877410380932,0.145204024225814,0.103315718972299,0.0,1
2024-07-01,2c0469a7-d8fc-4c5a-887b-e4ef2747e9c5,57,4,14.25,253,253,0,25.0,28.0,2,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,253,253,0,0.776646838089964,0.443615450376933,3.16304283497569,0.560373073979968,0.355059258334079,0.0,1
2024-10-01,2c26402f-a40d-480e-a9d1-eec1d048bf09,37,5,7.4,233,233,0,6.0,28.0,2,33,4,0,0,0,0,0,0,0,0,25,2,123,123,0,30,3,128,128,0,37,5,233,233,0,0.456958913065105,0.458502611723738,1.80042629420294,0.437563886181567,0.253381303966963,0.0,0
2024-11-01,2c26402f-a40d-480e-a9d1-eec1d048bf09,41,7,5.85714285714286,237,237,0,11.0,59.0,2,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,4,2,4,4,0,0.494794262239881,0.615807560137457,1.43729040206971,0.430649547654924,0.247789634591037,0.0,1
2025-04-01,2c308ef2-7525-4447-9f7e-a5d397579337,265,40,6.625,685,1685,-1000,4.0,139.0,3,235,29,1,0,0,0,0,0,0,0,4,2,4,4,0,37,5,86,86,0,73,11,-683,317,-1000,3.25353148138424,3.39689804220697,1.67554683872296,1.3227160141032,1.78698745557514,2.35264284909275,0
2024-12-01,2c308ef2-7525-4447-9f7e-a5d397579337,3,1,3.0,52,52,0,18.0,18.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,52,52,0,0.0358671299152515,0.085803504847129,0.746257272639749,0.0918949273101641,0.0527585365033719,0.0,0
2025-01-01,2c308ef2-7525-4447-9f7e-a5d397579337,42,5,8.4,189,189,0,12.0,49.0,2,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,60,60,0,39,4,137,137,0,0.49156240093979,0.419339034384465,2.10321188680583,0.333462013082233,0.187405115783099,0.0,0
2025-03-01,2c308ef2-7525-4447-9f7e-a5d397579337,192,29,6.62068965517241,1368,1368,0,5.0,108.0,2,168,24,0,0,0,0,0,0,0,0,8,1,57,57,0,29,4,225,225,0,55,10,447,447,0,2.3757172265779,2.51515849259345,1.6596811926797,2.63622023073578,1.45796412810663,0.0,0
2025-02-01,2c308ef2-7525-4447-9f7e-a5d397579337,137,19,7.21052631578947,921,921,0,2.0,80.0,2,121,16,0,0,0,0,0,0,0,0,19,4,215,215,0,39,7,382,382,0,70,12,658,658,0,1.65074639016986,1.62893081761006,1.79008387318144,1.74932623450339,0.947683322904562,0.0,0
2024-04-01,2c3f47fb-0956-4953-b014-cda0800685c3,10,6,1.66666666666667,304,304,0,12.0,32.0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,52,52,0,8,4,204,204,0,0.202418506834911,0.992836676217765,0.364623506348867,0.882840467292951,0.62815957135158,0.0,1
2024-03-01,2c3f47fb-0956-4953-b014-cda0800685c3,1,1,1.0,50,50,0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,0
2024-05-01,2c688029-b48d-4ec4-b40f-524ef321a397,5,4,1.25,201,201,0,13.0,34.0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,3,3,150,150,0,0.0810346526985736,0.542540655196795,0.26595115214186,0.529804979481167,0.345985774789433,0.0,1
2024-04-01,2c688029-b48d-4ec4-b40f-524ef321a397,2,1,2.0,51,51,0,4.0,4.0,2,1,1,0,0,0,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,2,1,51,51,0,0.0404837013669821,0.165472779369628,0.437548207618641,0.148108104710331,0.105382033351745,0.0,0
2024-03-01,2c911f59-a744-40dd-a1ea-fc4f3f82220b,6,1,6.0,55,55,0,3.0,3.0,2,5,1,0,0,0,0,0,0,0,0,6,1,55,55,0,6,1,55,55,0,6,1,55,55,0,0.199026345933562,0.269588828549263,1.29234432869905,0.21345924031406,0.187309505375501,0.0,1
2025-04-01,2cb1ab7c-a2a0-4770-9566-3df66ac808a8,39,2,19.5,88,88,0,6.0,8.0,2,38,1,0,0,0,0,0,0,0,0,29,1,29,29,0,39,2,88,88,0,39,2,88,88,0,0.478821614241454,0.169844902110348,4.9317982422789,0.169925560935886,0.0933263478282564,0.0,1
2024-11-01,2cf478c5-6c30-4f50-9a1f-3dfbbfac8974,12,1,12.0,12,12,0,22.0,22.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,12,0,0.144817832850697,0.0879725085910653,2.94469253106964,0.0218050403875911,0.0125463106122044,0.0,1
2024-08-01,2d16246e-4a8a-4db3-a44d-a9c36a33bd11,13,6,2.16666666666667,307,307,0,13.0,21.0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,102,102,0,13,6,307,307,0,0.173118306792577,0.623838703301048,0.512709817417635,0.641829703400553,0.388674316394497,0.0,1
2024-10-01,2d16246e-4a8a-4db3-a44d-a9c36a33bd11,14,7,2.0,308,308,0,25.0,82.0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.172903372511121,0.641903656413233,0.486601701135929,0.578410630660613,0.334941809535728,0.0,1
2025-01-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,550,70,7.85714285714286,716,6716,-6000,25.0,321.0,5,466,67,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,6.43712667897344,5.8707464813825,1.96729003017553,1.26327408130624,6.65932675978463,13.5829838802755,1
2024-04-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,467,35,13.3428571428571,475,3475,-3000,1.0,46.0,5,425,33,3,0,2,0,4,0,0,0,14,7,456,456,0,28,13,-138,862,-1000,355,24,276,2276,-2000,9.45294426919033,5.79154727793696,2.91907161368436,1.37943823014524,7.1804424685748,21.4883720930233,0
2024-09-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,547,67,8.16417910447761,566,6566,-6000,5.0,199.0,5,466,64,6,0,4,0,7,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,7.03941218349533,6.46143586174901,1.97457368279543,1.11542622843972,7.64107060633076,17.0515425511008,1
2024-03-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,93,9,10.3333333333333,534,534,0,1.0,15.0,2,84,9,0,0,0,0,0,0,0,0,77,5,322,322,0,89,8,481,481,0,93,9,534,534,0,3.08490836197022,2.42629945694337,2.22570412164837,2.07249516959469,1.81860501582759,0.0,0
2024-05-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,539,61,8.83606557377049,1265,6265,-5000,1.0,76.0,5,465,58,5,0,4,0,7,0,0,0,13,6,806,806,0,42,11,1230,1230,0,69,24,490,2490,-2000,8.73553556090624,8.27374499175112,1.87996945579623,3.33434477136157,10.784083975402,24.8060344827586,0
2024-12-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,548,68,8.05882352941176,616,6616,-6000,12.0,290.0,5,466,65,6,0,4,0,7,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,6.55172906451927,5.83463832960477,2.00465188924795,1.08860144659733,6.71250918281363,14.293922171496,0
2024-06-01,2d228697-7f11-4a40-a7a8-16ee5e1bc1a9,546,66,8.27272727272727,516,6516,-6000,1.0,107.0,5,466,63,6,0,4,0,7,0,0,0,1,1,50,50,0,1,1,50,50,0,5,3,-849,151,-1000,7.98428683341092,8.01357466063348,1.79329231907453,1.23215427883876,10.1435096272965,26.8333333333333,1
2024-08-01,2d28a32b-7c12-450d-b2b1-add14e55bf12,2,2,1.0,51,51,0,23.0,34.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0266335856603965,0.207946234433683,0.236635300346601,0.106623175483479,0.0645680460459914,0.0,1
2024-07-01,2d28a32b-7c12-450d-b2b1-add14e55bf12,1,1,1.0,1,1,0,3.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0.0136253831243853,0.110903862594233,0.221967918243908,0.0022149133358892,0.00140339627800031,0.0,0
2024-07-01,2d3b5bb8-345a-4837-9b54-8799d07daffe,2,2,1.0,100,100,0,3.0,5.0,1,0,2,0,0,0,0,0,0,0,0,2,2,100,100,0,2,2,100,100,0,2,2,100,100,0,0.0272507662487707,0.221807725188467,0.221967918243908,0.22149133358892,0.140339627800031,0.0,0
2024-09-01,2d3b5bb8-345a-4837-9b54-8799d07daffe,22,9,2.44444444444444,463,463,0,9.0,67.0,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,155,155,0,8,3,155,155,0,0.283120782517179,0.867954070981211,0.591208939354147,0.912442303476308,0.538808359843305,0.0,1
2024-08-01,2d3b5bb8-345a-4837-9b54-8799d07daffe,11,4,2.75,207,207,0,15.0,36.0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,107,107,0,0.146484721132181,0.415892468867365,0.650747075953153,0.432764653432946,0.262070304539612,0.0,0
2025-02-01,2d3d2dce-d353-4961-ad39-46723efe2100,4289,235,18.2510638297872,6601,33151,-26550,1.0,369.0,10,3871,230,24,100,21,0,32,10,1,0,53,7,-4213,787,-5000,87,12,-3835,1165,-5000,152,23,-3440,2560,-6000,51.6792063316682,20.1473022178087,4.53100558811707,12.5377877024505,34.1114547639621,59.6153345990793,0
2024-12-01,2d3d2dce-d353-4961-ad39-46723efe2100,3881,195,19.9025641025641,8875,27425,-18550,2.0,307.0,10,3545,190,16,77,18,0,24,10,1,0,17,5,856,856,0,29,9,1460,1460,0,87,18,1946,2946,-1000,46.4001104003637,16.7316834451902,4.95081106857242,15.6839899976482,27.8250550693265,44.1920427135418,0
2024-03-01,2d3d2dce-d353-4961-ad39-46723efe2100,903,24,37.625,3672,4672,-1000,1.0,32.0,5,872,24,1,0,5,0,1,0,0,0,196,5,-461,539,-1000,326,10,413,1413,-1000,614,20,1191,2191,-1000,29.9534650630011,6.47013188518231,8.10407589455032,14.251315098786,15.9110910748062,27.8,0
2024-05-01,2d3d2dce-d353-4961-ad39-46723efe2100,2175,68,31.9852941176471,4933,10933,-6000,2.0,93.0,5,2083,67,6,0,9,0,10,0,0,0,147,5,-11,989,-1000,274,10,460,1460,-1000,619,20,991,2991,-2000,35.2500739238795,9.22319113834551,6.80522065774761,13.0026266854756,18.8192162973775,29.7672413793103,0
2024-08-01,2d3d2dce-d353-4961-ad39-46723efe2100,3513,130,27.0230769230769,3658,19458,-15800,1.0,185.0,9,3308,126,14,25,15,0,17,7,1,0,17,3,191,191,0,103,7,97,597,-500,374,17,-1087,3713,-4800,46.7818932124864,13.5165052381894,6.39461392398161,7.64759952781506,24.6346086267236,50.7150891852804,0
2025-01-01,2d3d2dce-d353-4961-ad39-46723efe2100,4115,210,19.5952380952381,9624,30174,-20550,12.0,338.0,10,3744,205,18,92,18,0,27,10,1,0,0,0,0,0,0,25,3,568,568,0,223,13,1443,2443,-1000,48.1614114254104,17.6122394441475,4.90630210555896,16.9800974280604,29.9193754689907,46.5217197899434,0
2024-07-01,2d3d2dce-d353-4961-ad39-46723efe2100,3099,110,28.1727272727273,5412,15412,-10000,3.0,154.0,7,2952,106,10,6,11,0,14,0,0,0,97,5,646,646,0,244,10,536,1536,-1000,395,20,577,2577,-2000,42.2250623024701,12.1994248853657,6.25344162398066,11.9871109738324,21.6291434365408,38.3035834116226,0
2024-06-01,2d3d2dce-d353-4961-ad39-46723efe2100,2704,90,30.0444444444444,4835,12835,-8000,1.0,124.0,5,2585,89,8,0,9,0,13,0,0,0,78,5,-579,421,-1000,178,10,-135,865,-1000,432,20,-293,1707,-2000,39.5412300321303,10.9276018099548,6.51278226355957,11.5454766243903,19.9803477695444,35.7777777777778,0
